0.000000	1.000000	1.000000	1.000000
0.100000	0.942714	0.943583	1.121126
0.200000	0.884580	0.886370	1.242598
0.300000	0.826270	0.828998	1.361398
0.400000	0.768522	0.772180	1.474465
0.500000	0.712086	0.716639	1.578917
0.600000	0.657662	0.663056	1.672254
0.700000	0.605856	0.612022	1.752520
0.800000	0.557145	0.564008	1.818392
0.900000	0.511863	0.519343	1.869202
1.000000	0.470201	0.478222	1.904906
1.100000	0.432221	0.440710	1.925989
1.200000	0.397873	0.406766	1.933359
1.300000	0.367025	0.376268	1.928224
1.400000	0.339485	0.349032	1.911975
1.500000	0.315023	0.324840	1.886092
1.600000	0.293390	0.303450	1.852057
1.700000	0.274332	0.284619	1.811302
1.800000	0.257602	0.268107	1.765161
1.900000	0.242966	0.253685	1.714852
2.000000	0.230205	0.241144	1.661461
2.100000	0.219123	0.230290	1.605940
2.200000	0.209541	0.220949	1.549110
2.300000	0.201301	0.212968	1.491671
2.400000	0.194264	0.206211	1.434211
2.500000	0.188308	0.200558	1.377217
2.600000	0.183325	0.195906	1.321086
2.700000	0.179224	0.192164	1.266137
2.800000	0.175924	0.189255	1.212623
2.900000	0.173358	0.187113	1.160739
3.000000	0.171465	0.185681	1.110629
3.100000	0.170196	0.184909	1.062398
3.200000	0.169507	0.184756	1.016116
3.300000	0.169361	0.185188	0.971823
3.400000	0.169728	0.186175	0.929538
3.500000	0.170581	0.187692	0.889259
3.600000	0.171898	0.189719	0.850968
3.700000	0.173660	0.192238	0.814637
3.800000	0.175852	0.195235	0.780227
3.900000	0.178460	0.198698	0.747691
4.000000	0.181475	0.202618	0.716978
4.100000	0.184887	0.206987	0.688033
4.200000	0.188688	0.211797	0.660798
4.300000	0.192872	0.217042	0.635213
4.400000	0.197434	0.222717	0.611220
4.500000	0.202368	0.228817	0.588759
4.600000	0.207670	0.235336	0.567772
4.700000	0.213336	0.242270	0.548202
4.800000	0.219361	0.249611	0.529995
4.900000	0.225740	0.257354	0.513097
5.000000	0.232467	0.265489	0.497458
5.100000	0.239537	0.274008	0.483030
5.200000	0.246942	0.282901	0.469770
5.300000	0.254673	0.292153	0.457635
5.400000	0.262721	0.301752	0.446585
5.500000	0.271075	0.311680	0.436587
5.600000	0.279723	0.321918	0.427606
5.700000	0.288648	0.332446	0.419613
5.800000	0.297834	0.343239	0.412583
5.900000	0.307264	0.354271	0.406492
6.000000	0.316915	0.365513	0.401320
6.100000	0.326765	0.376934	0.397050
6.200000	0.336788	0.388500	0.393669
6.300000	0.346956	0.400173	0.391165
6.400000	0.357240	0.411915	0.389530
6.500000	0.367606	0.423684	0.388760
6.600000	0.378019	0.435436	0.388853
6.700000	0.388444	0.447127	0.389807
6.800000	0.398840	0.458708	0.391627
6.900000	0.409167	0.470132	0.394317
7.000000	0.419382	0.481349	0.397883
7.100000	0.429441	0.492308	0.402336
7.200000	0.439299	0.502959	0.407684
7.300000	0.448909	0.513250	0.413939
7.400000	0.458224	0.523132	0.421113
7.500000	0.467198	0.532555	0.429217
7.600000	0.475783	0.541471	0.438264
7.700000	0.483933	0.549832	0.448263
7.800000	0.491602	0.557594	0.459224
7.900000	0.498746	0.564715	0.471152
8.000000	0.505323	0.571156	0.484050
8.100000	0.511294	0.576880	0.497917
8.200000	0.516621	0.581857	0.512744
8.300000	0.521271	0.586057	0.528519
8.400000	0.525215	0.589458	0.545222
8.500000	0.528428	0.592042	0.562822
8.600000	0.530889	0.593796	0.581281
8.700000	0.532584	0.594713	0.600550
8.800000	0.533503	0.594791	0.620570
8.900000	0.533643	0.594036	0.641270
9.000000	0.533008	0.592459	0.662567
9.100000	0.531608	0.590079	0.684366
9.200000	0.529457	0.586918	0.706560
9.300000	0.526580	0.583009	0.729032
9.400000	0.523004	0.578386	0.751656
9.500000	0.518765	0.573093	0.774294
9.600000	0.513904	0.567176	0.796804
9.700000	0.508466	0.560688	0.819037
9.800000	0.502501	0.553685	0.840843
9.900000	0.496063	0.546226	0.862069
10.000000	0.489210	0.538373	0.882568
10.100000	0.482000	0.530188	0.902194
10.200000	0.474494	0.521737	0.920811
10.300000	0.466751	0.513083	0.938292
10.400000	0.458833	0.504288	0.954522
10.500000	0.450798	0.495415	0.969401
10.600000	0.442703	0.486522	0.982844
10.700000	0.434602	0.477665	0.994783
10.800000	0.426545	0.468895	1.005167
10.900000	0.418580	0.460260	1.013962
11.000000	0.410751	0.451806	1.021153
11.100000	0.403096	0.443571	1.026741
11.200000	0.395650	0.435590	1.030744
11.300000	0.388444	0.427893	1.033194
11.400000	0.381503	0.420508	1.034137
11.500000	0.374851	0.413455	1.033631
11.600000	0.368506	0.406753	1.031744
11.700000	0.362482	0.400416	1.028553
11.800000	0.356791	0.394454	1.024140
11.900000	0.351441	0.388876	1.018596
12.000000	0.346438	0.383686	1.012013
12.100000	0.341785	0.378886	1.004485
12.200000	0.337483	0.374477	0.996108
12.300000	0.333532	0.370457	0.986977
12.400000	0.329929	0.366823	0.977187
12.500000	0.326669	0.363569	0.966829
12.600000	0.323749	0.360690	0.955992
12.700000	0.321162	0.358179	0.944762
12.800000	0.318901	0.356028	0.933220
12.900000	0.316959	0.354229	0.921443
13.000000	0.315328	0.352772	0.909504
13.100000	0.314000	0.351648	0.897472
13.200000	0.312966	0.350847	0.885409
13.300000	0.312217	0.350360	0.873375
13.400000	0.311745	0.350176	0.861422
13.500000	0.311539	0.350284	0.849601
13.600000	0.311591	0.350674	0.837957
13.700000	0.311892	0.351335	0.826531
13.800000	0.312430	0.352256	0.815360
13.900000	0.313198	0.353426	0.804476
14.000000	0.314185	0.354834	0.793909
14.100000	0.315382	0.356468	0.783687
14.200000	0.316778	0.358318	0.773831
14.300000	0.318365	0.360371	0.764362
14.400000	0.320131	0.362615	0.755298
14.500000	0.322067	0.365040	0.746654
14.600000	0.324162	0.367632	0.738444
14.700000	0.326406	0.370380	0.730677
14.800000	0.328788	0.373271	0.723363
14.900000	0.331298	0.376292	0.716510
15.000000	0.333925	0.379430	0.710122
15.100000	0.336657	0.382673	0.704205
15.200000	0.339484	0.386008	0.698761
15.300000	0.342393	0.389420	0.693793
