0.000000	1.000000	1.000000	1.000000
0.100000	0.963561	0.958472	1.215703
0.200000	0.920803	0.910476	1.462621
0.300000	0.871828	0.856189	1.738698
0.400000	0.817150	0.796248	2.039167
0.500000	0.757735	0.731785	2.356418
0.600000	0.694972	0.664370	2.680363
0.700000	0.630554	0.595883	2.999331
0.800000	0.566301	0.528294	3.301356
0.900000	0.503957	0.463444	3.575574
1.000000	0.445006	0.402845	3.813402
1.100000	0.390551	0.347562	4.009233
1.200000	0.341269	0.298183	4.160587
1.300000	0.297439	0.254861	4.267776
1.400000	0.259010	0.217408	4.333286
1.500000	0.225698	0.185406	4.361061
1.600000	0.197071	0.158301	4.355827
1.700000	0.172625	0.135488	4.322564
1.800000	0.151839	0.116367	4.266123
1.900000	0.134213	0.100378	4.190986
2.000000	0.119286	0.087019	4.101150
2.100000	0.106650	0.075855	4.000076
2.200000	0.095950	0.066512	3.890706
2.300000	0.086881	0.058678	3.775498
2.400000	0.079188	0.052092	3.656479
2.500000	0.072653	0.046542	3.535304
2.600000	0.067099	0.041849	3.413310
2.700000	0.062375	0.037868	3.291568
2.800000	0.058357	0.034482	3.170926
2.900000	0.054943	0.031594	3.052052
3.000000	0.052048	0.029123	2.935463
3.100000	0.049601	0.027003	2.821552
3.200000	0.047545	0.025183	2.710615
3.300000	0.045831	0.023616	2.602865
3.400000	0.044420	0.022266	2.498450
3.500000	0.043278	0.021103	2.397465
3.600000	0.042380	0.020101	2.299961
3.700000	0.041701	0.019240	2.205957
3.800000	0.041225	0.018502	2.115444
3.900000	0.040938	0.017872	2.028390
4.000000	0.040827	0.017338	1.944748
4.100000	0.040883	0.016889	1.864456
4.200000	0.041100	0.016518	1.787443
4.300000	0.041474	0.016215	1.713629
4.400000	0.042001	0.015976	1.642929
4.500000	0.042679	0.015796	1.575256
4.600000	0.043510	0.015669	1.510519
4.700000	0.044494	0.015593	1.448624
4.800000	0.045634	0.015564	1.389480
4.900000	0.046935	0.015580	1.332993
5.000000	0.048400	0.015640	1.279073
5.100000	0.050036	0.015741	1.227629
5.200000	0.051850	0.015882	1.178573
5.300000	0.053849	0.016063	1.131819
5.400000	0.056045	0.016282	1.087284
5.500000	0.058445	0.016541	1.044886
