0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000002	0.000005	0.000014	0.000039	0.000103	0.000267	0.000663	0.001593	0.003690	0.008234	0.017688	0.036536	0.072492	0.138024	0.251923	0.440331	0.736286	1.176617	1.795242	2.612811	3.624210	4.787337	6.017878	7.194488	8.176225	8.829733	9.059198	8.829733	8.176225	7.194488	6.017878	4.787337	3.624210	2.612811	1.795242	1.176617	0.736286	0.440331	0.251923	0.138024	0.072492	0.036536	0.017688	0.008234	0.003690	0.001593	0.000663	0.000267	0.000103	0.000039	0.000014	0.000005	0.000002	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000003	0.000006	0.000013	0.000028	0.000058	0.000118	0.000235	0.000459	0.000877	0.001643	0.003013	0.005409	0.009503	0.016337	0.027474	0.045184	0.072658	0.114209	0.175446	0.263338	0.386116	0.552925	0.773164	1.055482	1.406453	1.829032	2.320969	2.873468	3.470356	4.088092	4.696784	5.262288	5.749242	6.124675	6.361709	6.442760	6.361709	6.124675	5.749242	5.262288	4.696784	4.088092	3.470356	2.873468	2.320969	1.829032	1.406453	1.055482	0.773164	0.552925	0.386116	0.263338	0.175446	0.114209	0.072658	0.045184	0.027474	0.016337	0.009503	0.005409	0.003013	0.001643	0.000877	0.000459	0.000235	0.000118	0.000058	0.000028	0.000013	0.000006	0.000003	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000002	0.000003	0.000006	0.000012	0.000023	0.000042	0.000075	0.000134	0.000236	0.000410	0.000701	0.001181	0.001960	0.003206	0.005166	0.008199	0.012818	0.019736	0.029923	0.044671	0.065660	0.095011	0.135334	0.189745	0.261831	0.355571	0.475173	0.624835	0.808419	1.029045	1.288639	1.587455	1.923621	2.292783	2.687882	3.099147	3.514322	3.919156	4.298153	4.635515	4.916221	5.127137	5.258030	5.302404	5.258030	5.127137	4.916221	4.635515	4.298153	3.919156	3.514322	3.099147	2.687882	2.292783	1.923621	1.587455	1.288639	1.029045	0.808419	0.624835	0.475173	0.355571	0.261831	0.189745	0.135334	0.095011	0.065660	0.044671	0.029923	0.019736	0.012818	0.008199	0.005166	0.003206	0.001960	0.001181	0.000701	0.000410	0.000236	0.000134	0.000075	0.000042	0.000023	0.000012	0.000006	0.000003	0.000002	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.400000	0.000000	0.000002	0.000006	0.000011	0.000019	0.000032	0.000054	0.000090	0.000148	0.000241	0.000389	0.000621	0.000979	0.001526	0.002353	0.003585	0.005400	0.008041	0.011833	0.017211	0.024741	0.035148	0.049345	0.068456	0.093841	0.127106	0.170105	0.224916	0.293809	0.379166	0.483392	0.608777	0.757341	0.930647	1.129600	1.354247	1.603587	1.875413	2.166211	2.471121	2.783991	3.097519	3.403495	3.693130	3.957464	4.187813	4.376245	4.516032	4.602047	4.631083	4.602047	4.516032	4.376245	4.187813	3.957464	3.693130	3.403495	3.097519	2.783991	2.471121	2.166211	1.875413	1.603587	1.354247	1.129600	0.930647	0.757341	0.608777	0.483392	0.379166	0.293809	0.224916	0.170105	0.127106	0.093841	0.068456	0.049345	0.035148	0.024741	0.017211	0.011833	0.008041	0.005400	0.003585	0.002353	0.001526	0.000979	0.000621	0.000389	0.000241	0.000148	0.000090	0.000054	0.000032	0.000019	0.000011	0.000006	0.000003	0.000001	0.000000
0.500000	0.000000	0.000030	0.000065	0.000114	0.000184	0.000287	0.000441	0.000669	0.001005	0.001495	0.002201	0.003212	0.004643	0.006648	0.009429	0.013248	0.018438	0.025418	0.034706	0.046935	0.062867	0.083398	0.109569	0.142565	0.183703	0.234417	0.296224	0.370680	0.459323	0.563595	0.684761	0.823805	0.981330	1.157457	1.351717	1.562972	1.789349	2.028203	2.276117	2.528948	2.781907	3.029692	3.266658	3.487024	3.685101	3.855534	3.993543	4.095146	4.157349	4.178293	4.157349	4.095146	3.993543	3.855534	3.685101	3.487024	3.266658	3.029692	2.781907	2.528948	2.276117	2.028203	1.789349	1.562972	1.351717	1.157457	0.981330	0.823805	0.684761	0.563595	0.459323	0.370680	0.296224	0.234417	0.183703	0.142565	0.109569	0.083398	0.062867	0.046935	0.034706	0.025418	0.018438	0.013248	0.009429	0.006648	0.004643	0.003212	0.002202	0.001495	0.001005	0.000670	0.000442	0.000289	0.000186	0.000118	0.000073	0.000041	0.000019	0.000000
0.600000	0.000000	0.000156	0.000333	0.000555	0.000850	0.001252	0.001807	0.002572	0.003624	0.005058	0.007002	0.009614	0.013093	0.017690	0.023708	0.031520	0.041570	0.054383	0.070574	0.090847	0.115998	0.146912	0.184557	0.229963	0.284207	0.348382	0.423560	0.510747	0.610834	0.724539	0.852347	0.994449	1.150682	1.320476	1.502809	1.696178	1.898583	2.107537	2.320091	2.532887	2.742239	2.944223	3.134802	3.309950	3.465797	3.598767	3.705715	3.784052	3.831850	3.847916	3.831850	3.784052	3.705715	3.598767	3.465797	3.309950	3.134802	2.944223	2.742239	2.532887	2.320091	2.107537	1.898583	1.696178	1.502809	1.320476	1.150682	0.994449	0.852347	0.724539	0.610834	0.510747	0.423560	0.348382	0.284207	0.229963	0.184557	0.146912	0.115998	0.090847	0.070574	0.054383	0.041570	0.031520	0.023708	0.017690	0.013094	0.009615	0.007004	0.005061	0.003627	0.002578	0.001816	0.001266	0.000871	0.000588	0.000382	0.000228	0.000106	0.000000
0.700000	0.000000	0.000502	0.001053	0.001707	0.002521	0.003567	0.004929	0.006708	0.009030	0.012048	0.015949	0.020957	0.027341	0.035419	0.045563	0.058205	0.073837	0.093015	0.116359	0.144546	0.178308	0.218417	0.265675	0.320891	0.384863	0.458342	0.542009	0.636431	0.742030	0.859040	0.987470	1.127068	1.277288	1.437266	1.605805	1.781367	1.962079	2.145753	2.329922	2.511884	2.688763	2.857582	3.015344	3.159117	3.286125	3.393840	3.480059	3.542985	3.581287	3.594146	3.581287	3.542985	3.480059	3.393840	3.286125	3.159117	3.015344	2.857582	2.688763	2.511884	2.329922	2.145753	1.962079	1.781367	1.605805	1.437266	1.277288	1.127068	0.987470	0.859040	0.742030	0.636431	0.542009	0.458342	0.384863	0.320891	0.265675	0.218417	0.178308	0.144546	0.116359	0.093016	0.073837	0.058206	0.045565	0.035422	0.027345	0.020963	0.015958	0.012062	0.009050	0.006738	0.004972	0.003631	0.002612	0.001836	0.001237	0.000761	0.000362	0.000000
0.800000	0.000000	0.001186	0.002459	0.003910	0.005638	0.007755	0.010388	0.013686	0.017820	0.022992	0.029438	0.037429	0.047276	0.059335	0.074005	0.091732	0.113004	0.138355	0.168352	0.203595	0.244703	0.292301	0.347009	0.409418	0.480070	0.559440	0.647902	0.745712	0.852973	0.969617	1.095378	1.229770	1.372076	1.521336	1.676343	1.835650	1.997582	2.160257	2.321620	2.479480	2.631555	2.775530	2.909108	3.030077	3.136364	3.226099	3.297669	3.349762	3.381413	3.392030	3.381413	3.349762	3.297669	3.226099	3.136364	3.030077	2.909108	2.775530	2.631555	2.479480	2.321620	2.160257	1.997582	1.835650	1.676343	1.521336	1.372076	1.229770	1.095378	0.969617	0.852973	0.745712	0.647902	0.559440	0.480070	0.409418	0.347009	0.292302	0.244703	0.203596	0.168354	0.138357	0.113008	0.091737	0.074014	0.059347	0.047294	0.037454	0.029475	0.023044	0.017892	0.013787	0.010529	0.007950	0.005905	0.004274	0.002953	0.001852	0.000891	0.000000
0.900000	0.000000	0.002280	0.004688	0.007359	0.010431	0.014060	0.018412	0.023678	0.030068	0.037819	0.047200	0.058508	0.072074	0.088261	0.107465	0.130115	0.156663	0.187589	0.223383	0.264547	0.311576	0.364950	0.425121	0.492490	0.567398	0.650102	0.740760	0.839408	0.945949	1.060130	1.181533	1.309565	1.443446	1.582216	1.724729	1.869671	2.015567	2.160808	2.303674	2.442368	2.575049	2.699873	2.815037	2.918820	3.009625	3.086022	3.146782	3.190915	3.217691	3.226667	3.217691	3.190915	3.146782	3.086022	3.009625	2.918820	2.815037	2.699873	2.575049	2.442368	2.303674	2.160808	2.015567	1.869671	1.724729	1.582216	1.443446	1.309565	1.181533	1.060130	0.945949	0.839408	0.740760	0.650103	0.567399	0.492491	0.425122	0.364953	0.311579	0.264552	0.223390	0.187599	0.156678	0.130135	0.107494	0.088300	0.072129	0.058584	0.047304	0.037961	0.030259	0.023936	0.018758	0.014521	0.011042	0.008162	0.005740	0.003649	0.001772	0.000000
1.000000	0.000000	0.003798	0.007765	0.012072	0.016901	0.022440	0.028893	0.036481	0.045444	0.056043	0.068561	0.083306	0.100608	0.120820	0.144316	0.171488	0.202737	0.238475	0.279109	0.325042	0.376653	0.434294	0.498272	0.568838	0.646177	0.730388	0.821475	0.919330	1.023729	1.134315	1.250593	1.371928	1.497540	1.626510	1.757782	1.890177	2.022407	2.153090	2.280778	2.403976	2.521175	2.630882	2.731646	2.822097	2.900972	2.967145	3.019657	3.057735	3.080812	3.088543	3.080812	3.057735	3.019657	2.967145	2.900972	2.822097	2.731646	2.630882	2.521175	2.403976	2.280778	2.153090	2.022407	1.890177	1.757782	1.626510	1.497540	1.371928	1.250593	1.134315	1.023730	0.919331	0.821476	0.730390	0.646180	0.568843	0.498277	0.434302	0.376665	0.325058	0.279131	0.238504	0.202778	0.171543	0.144391	0.120921	0.100743	0.083486	0.068800	0.056358	0.045858	0.037022	0.029595	0.023348	0.018068	0.013566	0.009666	0.006205	0.003031	0.000000
1.100000	0.000000	0.005705	0.011613	0.017930	0.024867	0.032644	0.041492	0.051654	0.063388	0.076965	0.092675	0.110821	0.131722	0.155710	0.183123	0.214309	0.249615	0.289381	0.333938	0.383595	0.438632	0.499291	0.565765	0.638190	0.716632	0.801077	0.891424	0.987474	1.088925	1.195364	1.306266	1.420994	1.538794	1.658808	1.780076	1.901546	2.022091	2.140521	2.255603	2.366081	2.470701	2.568230	2.657482	2.737342	2.806791	2.864924	2.910970	2.944314	2.964503	2.971264	2.964503	2.944314	2.910970	2.864924	2.806791	2.737342	2.657482	2.568230	2.470701	2.366081	2.255603	2.140521	2.022091	1.901547	1.780076	1.658809	1.538795	1.420994	1.306268	1.195365	1.088927	0.987477	0.891428	0.801083	0.716641	0.638202	0.565781	0.499313	0.438661	0.383635	0.333992	0.289452	0.249709	0.214434	0.183287	0.155924	0.132002	0.111183	0.093142	0.077566	0.064157	0.052634	0.042734	0.034210	0.026833	0.020386	0.014667	0.009485	0.004655	0.000000
1.200000	0.000000	0.007935	0.016100	0.024726	0.034049	0.044309	0.055756	0.068646	0.083246	0.099830	0.118683	0.140099	0.164375	0.191814	0.222720	0.257393	0.296125	0.339193	0.386855	0.439342	0.496851	0.559536	0.627500	0.700791	0.779389	0.863202	0.952057	1.045700	1.143784	1.245873	1.351437	1.459856	1.570420	1.682335	1.794733	1.906678	2.017180	2.125207	2.229701	2.329597	2.423835	2.511384	2.591260	2.662541	2.724388	2.776058	2.816923	2.846481	2.864364	2.870350	2.864364	2.846481	2.816923	2.776058	2.724388	2.662541	2.591261	2.511385	2.423835	2.329597	2.229702	2.125207	2.017181	1.906679	1.794734	1.682336	1.570422	1.459859	1.351441	1.245877	1.143790	1.045708	0.952069	0.863217	0.779410	0.700819	0.627538	0.559585	0.496916	0.439428	0.386966	0.339338	0.296313	0.257636	0.223032	0.192212	0.164882	0.140742	0.119496	0.100851	0.084525	0.070241	0.057735	0.046755	0.037058	0.028412	0.020595	0.013392	0.006595	0.000000
1.300000	0.000000	0.010411	0.021070	0.032225	0.044129	0.057035	0.071202	0.086894	0.104377	0.123922	0.145805	0.170302	0.197688	0.228235	0.262210	0.299869	0.341453	0.387183	0.437256	0.491837	0.551055	0.614994	0.683691	0.757126	0.835219	0.917823	1.004722	1.095626	1.190169	1.287909	1.388328	1.490833	1.594761	1.699386	1.803922	1.907535	2.009351	2.108472	2.203981	2.294964	2.380518	2.459769	2.531888	2.596102	2.651709	2.698091	2.734727	2.761200	2.777207	2.782563	2.777207	2.761200	2.734727	2.698091	2.651709	2.596102	2.531889	2.459769	2.380518	2.294964	2.203982	2.108473	2.009353	1.907536	1.803924	1.699389	1.594766	1.490839	1.388336	1.287920	1.190184	1.095646	1.004748	0.917857	0.835264	0.757184	0.683767	0.615092	0.551181	0.491999	0.437463	0.387446	0.341787	0.300292	0.262743	0.228903	0.198522	0.171340	0.147092	0.125511	0.106329	0.089284	0.074117	0.060575	0.048410	0.037382	0.027255	0.017799	0.008789	0.000000
